credit_level,etc_amt,sa_amt,sbyb_amt,sjyh_amt
60,0,2134.3199999999997,41370,0
60,0,83500,390,0
-1,0,432593.28,39500,110000
70,1569.4699999999996,2129.03,949251,0
60,0,10430.4,682170,0
60,0,29435.440000000002,0,0
60,0,7347.21,547450,0
60,0,0,0,0
85,0,17218.43,0,0
60,0,5818.8,1025251,700000
60,0,77436.15,15779502.5,0
70,0,16100,0,0
60,0,0,39500,0
60,0,329.09999999999997,1734000,7000
-1,0,11104,0,4500
60,166.51000000000002,584160.9500000001,0,36000
60,0,79774.83,0,37356
-1,0,0,0,0
60,447.22000000000025,68420.64,0,60850
70,0,13020.42,0,0
60,0,658,1100051,225410
-1,0,15792.96,119000,0
-1,0,159426.48000000004,390,9000
60,137.75,37553.66,0,0
85,0,9242,89500,0
70,0,0,0,0
60,0,0,39000,15100
-1,146.33999999999997,26361.74,0,0
60,0,0,50390,0
60,0,107275.15,39500,20000
60,0,417173,39500,0
70,0,0,0,0
60,97.75999999999999,59110,390,224600
70,0,46972.09999999999,0,0
60,0,299754.2,0,0
60,0,0,0,0
70,0,7779.38,0,0
60,0,45844.600000000006,681410,308600
60,0,0,0,0
85,0,54521.44,890,0
60,0,0,39500,0
60,0,0,39500,0
60,0,0,390,152447
85,0,85748.41000000002,0,94586.79000000001
60,0,5422,890,0
60,296.4,158600.16,1025251,44540
60,0,42368,0,0
-1,0,40534.26,0,8000
60,853.79,12549.17,0,0
60,0,0,0,0
60,859.9399999999999,293.14,127063.6,500
70,0,300,0,0
60,0,38218.96,0,45428
-1,0,0,89500,0
-1,0,4524.780000000001,306400,0
60,0,40010.46,0,0
70,0,200,0,160000
-1,0,3689,0,0
70,0,70154.35000000003,0,27114
-1,0,71532.37999999999,0,23268.73
70,0,0,0,0
70,0,281,0,0
-1,0,0,0,0
70,0,600080.5700000001,39500,2200
60,0,18645.4,0,0
-1,0,0,390,0
60,0,500,89500,0
70,0,18217.58,0,0
60,0,0,390,0
70,0,31560.58,441090,240000
-1,0,26014.1,0,14500
60,3202.0599999999995,3560,89000,0
60,304.57,0,0,0
60,0,14127.539999999999,1390,0
85,0,13520,39500,0
70,0,216344.80000000002,1025251,8500
-1,0,283372.01,0,0
60,0,0,0,0
70,0,0,0,0
60,0,125,89500,0
60,0,114855.88,390,0
-1,0,15823.66,39000,0
60,0,8800.47,50000,0
70,0,600,0,0
70,0,0,0,0
60,0,7000.439999999999,39500,0
60,0,36340.59,390,100000
60,0,50000,39500,0
60,0,521745.7700000001,466618,75000
60,0,0,890,0
70,0,0,0,0
60,0,32253.4,0,0
60,218.5,36894.16,39500,662900
60,0,496959.25000000006,0,667748
60,0,2500,40544,0
60,0,18032.8,811704,0
60,0,12953.730000000001,39000,0
60,0,6970960.85,279280,55504.4
70,0,0,0,0
60,0,8129.18,0,0
60,0,1210,1000,0
60,0,15229,39500,0
70,0,0,390,0
85,0,6858.05,189500,0
60,0,0,390,0
70,0,3372.8900000000003,0,0
70,0,0,0,0
60,0,103490,35500,0
-1,0,6141.8,194890,0
-1,0,0,40000,0
70,0,0,39500,0
70,0,0,0,0
60,0,19719.79,403240,0
60,0,100,0,0
60,0,4384.91,0,0
-1,0,224086.38999999998,813331,170300
60,0,24019.500000000004,0,500
60,0,2874.2,699450,0
70,0,0,0,0
70,46.05,7519.24,0,0
-1,0,49277.990000000005,0,120000
70,160.75,0,50390,0
60,0,1347.2,471450,0
-1,0,341315.33999999997,0,0
60,0,1347.2,480090,0
-1,0,0,0,0
85,0,52945.29000000001,0,0
60,0,585077.13,1627,2300
70,0,0,890,0
70,0,0,0,0
60,0,106148.83000000006,0,0
60,0,80918.61,0,109510.57
-1,0,1347.2,248010,0
60,0,0,0,0
70,0,4058.2799999999997,0,0
-1,0,13655.95,39000,0
60,0,2032.8,1025251,590000
60,0,9682.949999999997,0,0
-1,0,170873.6,0,229000
-1,0,428138.9400000001,0,1500
60,0,5000,390,3600
85,0,0,0,0
-1,0,10000,0,0
-1,0,16500,39500,0
-1,409.96,3067.2799999999997,409641,0
70,0,1788.8199999999997,0,0
70,0,0,0,0
60,0,2662.6800000000003,39500,0
-1,0,0,0,0
85,0,126,39500,0
85,0,207757.2,547450,0
60,0,22166.68,0,0
60,0,4600,39000,0
-1,0,0,39500,0
60,0,10021.36,0,7600
85,347.75,718.88,50000,0
60,0,1000,50000,0
70,0,0,0,0
70,0,0,0,0
70,0,0,0,0
70,0,0,1348504,0
60,203.95999999999998,2310661.4299999997,0,70862
60,0,942197.97,0,362621
85,0,60161.92,547450,0
-1,0,47633.799999999996,944560,32300.1
85,88.25999999999999,1202700.66,0,28000
-1,0,0,39500,0
60,0,31488.96,1025251,0
60,0,3250,412289.39999999985,12200
60,248.71999999999989,6672.8,2151011,41934
-1,0,29311.9,0,14500
70,0,0,0,40000
70,247.68999999999997,700,0,0
70,0,0,390,0
70,61.75,29775.03,0,9000
70,2009.239999999999,57539.990000000005,0,10380
70,0,189347.51,0,243200
60,0,25799.300000000003,50000,0
60,0,0,39500,0
70,0,2080.4,889331,0
60,0,73814.6,41000,70500
70,0,2032.8,949251,0
-1,0,0,89000,60000
85,0,54154.9,0,59500
-1,0,375,0,0
70,1378.46,103086.66,0,89550
85,0,316129.1399999999,404090,101700
-1,0,670500,89500,200
60,0,138000.59000000003,949251,14255
60,0,372952.11999999994,0,0
60,30.4,43200.52,39000,0
60,0,1671.2,480090,0
60,0,19853.2,0,0
60,0,4943603.819999998,1365211,3220518
60,423.87,168693.68999999997,390,275244.3
85,0,677317.7199999999,39500,401588
60,1502.4899999999984,289262.14999999997,39500,2143661
70,0,0,0,0
60,0,14764.08,0,2000
70,0,3410.21,0,0
85,0,58737,500,0
70,0,10388.539999999999,796401,0
60,0,571895.86,0,653861
-1,0,41629.5,0,186016.25
-1,0,410613.45000000007,0,0
60,0,126807.07,404090,15000
-1,0,29206.260000000002,0,0
-1,0,0,390,5850
60,0,4310,0,0
70,0,12732.140000000001,486841,0
70,0,545418,89500,0
-1,0,0,39500,0
-1,0,0,39500,0
70,0,0,139000,0
-1,0,1053048.7800000003,1000,3384540
60,523.66,128796.27000000002,1025251,3500
60,0,122193.3,39000,0
60,0,0,39000,0
60,189.95000000000002,31536.629999999997,0,21244
70,337.16,35691.52,0,0
60,40.86,98451.75000000001,725289,26100
70,0,8104,39000,0
70,0,0,0,0
60,0,2258.59,39500,0
60,0,2522383.6500000004,0,4591.57
70,0,31774.699999999997,39000,0
85,0,3600,39000,32000
85,0,4551.51,0,0
60,0,9818.2,623450,0
60,0,56106.79999999998,480090,222600
-1,0,314149.69999999995,0,23749
-1,0,84133.51,889331,0
85,0,1602032.8,1025251,2000
-1,0,27648,0,28800
70,0,39400.41,0,0
70,0,0,157891,0
60,0,27694.399999999998,740960,0
-1,0,600800,160777,0
60,0,31132.15,0,0
-1,0,52388.16999999999,0,2300
85,0,93,40000,0
60,0,12000,0,0
70,0,0,0,0
70,0,0,50000,0
85,0,31194.160000000003,0,0
70,1214.3,464628.42,0,929800
-1,6.36,639220.56,0,217833
60,0,13743.250000000002,89500,46010
-1,0,3000,39000,0
60,1169.3500000000001,46.92,0,0
70,0,30,0,128135
60,0,793.5399999999998,39000,529000
60,0,49813.520000000004,0,8900
60,10.36,28221.35000000001,0,0
60,0,59364.8,39000,0
60,0,77828.2,0,0
70,0,625,0,0
60,0,4072.3900000000003,337190,0
60,0,24354.2,0,0
70,0,1773844.7,0,1742420.92
-1,0,0,0,0
60,0,17110.629999999997,879504,11900
70,0,21446.41,0,82363
70,0,100504.76,0,29453.27
60,0,9855.099999999991,508450,0
60,0,42,0,0
60,0,29619.68,39500,0
-1,0,89000,0,0
60,0,0,0,0
60,0,414.33000000000004,0,0
60,0,463977.81999999995,547450,34100
60,0,3405.3600000000006,0,0
60,0,143678.96000000002,1025251,0
-1,1255.5100000000002,78868.40000000001,0,490160
60,0,3985.44,0,0
60,0,0,50390,0
60,0,4128.23,0,42499
70,0,18594.92,0,31301
-1,0,702099.52,0,0
-1,1056.1299999999997,526.53,40000,138850
60,863.9199999999998,0,0,0
60,0,0,0,0
60,0,4032.7999999999997,944560,25550
85,0,0,0,0
-1,1194.9799999999996,146207.55,0,145548
70,0,54090.65,8779448,176209
60,0,2576.26,39500,50100
-1,0,30606.67,39500,0
85,0,17851.84,39500,0
85,0,253813.99999999997,948051,57425
60,0,577933.8900000001,1032691,0
-1,0,4046.7299999999996,1025251,0
70,0,0,0,0
60,183.10000000000002,0,0,0
-1,0,4036,39000,0
60,0,1278.33,0,0
70,0,77406.12,0,500000
60,0,17000,39500,0
70,0,54389.02,0,51524
-1,218.11999999999998,691.1,0,199559.56
-1,0,0,39500,0
-1,479.46999999999997,40179.81,0,19471.78
60,0,0,0,0
-1,139.55,0,0,0
70,0,97910.21000000008,0,0
60,0,0,0,0
70,0,1864,50000,0
70,0,63891.69,0,9850
60,0,0,0,0
70,490.9400000000001,122499.14,0,27500
-1,0,2031716.5899999999,0,44100
-1,0,105123.42,0,5000
60,0,0,0,0
-1,0,0,0,0
60,0,3550,39000,0
60,0,40969.46,39500,0
-1,0,106470.92,0,237869
70,0,966976.2199999999,390,0
60,0,0,0,0
-1,0,55418.78,42500,2000
60,0,56274.61,89500,0
-1,715.37,0,0,0
60,0,0,0,0
85,0,12421.57,0,0
70,0,4089,749530,0
70,780.4700000000001,361.1,0,0
85,0,4928,0,0
-1,0,0,0,0
60,0,0,0,0
-1,6.36,10222,39500,0
60,0,0,0,0
-1,338.8,2726776.8800000004,40000,4010
70,0,19465.340000000004,0,0
85,0,5501.21,390,0
-1,0,7889.200000000001,1025251,0
70,0,31739.38,0,35750
60,0,42807.55,0,0
70,89.23,53771.04,0,0
-1,0,38138.520000000004,0,0
60,0,2000,0,0
70,0,0,39000,0
60,0,3030423.270000001,0,2054381
70,0,48195.3,889561,0
70,0,66120.17000000001,0,0
60,0,45000,0,0
85,0,0,40000,0
60,0,910740.2400000001,666566.5,0
60,0,29602.739999999998,0,4436
60,0,330073.01,40000,16319
60,0,13643.520000000002,2294161,0
60,0,15212.92,39000,0
-1,0,6898,0,0
60,170.54000000000002,19395.89999999999,889331,0
60,0,45920.43,0,701000
60,0,627865.6100000001,0,0
85,260.86,11383.3,625771,0
60,0,13564.7,39000,0
60,0,15742.06,40000,12000
70,0,5016.33,39000,0
-1,0,1800,39500,0
-1,0,1039456.46,39500,908476.46
60,0,20204.23,0,19000
60,394.77,31707.879999999997,0,117888
-1,0,84.71000000000001,4837571,0
60,0,509.02,0,0
60,0,42731.6,1101251,31768.79
-1,0,0,0,0
70,0,33059.67,1240,53000
85,371.36,420.2,390,0
60,0,2361.19,0,0
60,0,13435.559999999983,39000,0
60,0,552.8,0,0
60,0,478172.2,404090,0
60,0,203418.82,547450,0
85,0,5092.72,0,0
70,444.18,0,1865288,0
-1,0,4132.799999999999,1449091,0
-1,0,0,0,0
-1,0,227212.37,0,81439
60,0,0,0,0
60,0,60444.340000000004,890,0
70,0,14704.91,39500,0
60,0,2960,345870,8900
60,0,213,0,0
60,341.32000000000005,18279.989999999998,0,26994
60,0,7032.8,949251,0
70,0,119394.48000000001,0,93880
60,0,0,0,0
70,0,0,39000,0
60,0,0,39500,0
-1,153.39999999999998,51313.93000000001,0,300600
60,0,21945.6,889331,0
60,0,53.77,0,0
60,0,3805.9,1042531,0
-1,0,804,390,0
60,0,102284.34,39500,2400
70,0,0,39000,0
-1,0,109085.00000000001,182360,0
60,278.52,404.96999999999997,39500,0
60,0,0,0,0
-1,0,5823.91,0,48000
60,0,11370.66,0,0
60,0,0,0,0
70,0,196013,500,0
85,0,38083.7,0,205500
70,0,283202.68,39500,10000
60,20.75,39140.99999999998,39500,0
60,446.25,186,39500,0
70,0,102080,0,27300
60,0,300,0,0
60,0,14197.990000000002,39000,0
-1,0,0,90000,0
-1,0,116675.42,0,0
85,0,4231.36,0,0
70,0,0,390,0
-1,0,2721.67,0,0
-1,0,12202.31,39500,1700
85,435.04,585031.9,39000,0
60,0,0,39000,0
70,0,232447.75000000003,0,12718.24
60,0,99465.53000000001,0,0
70,0,0,39000,0
60,616.83,196445.37,679800,93184
60,0,77325.34,0,0
-1,0,14740.32,0,7300.1
70,0,1183693.46,390,0
60,0,30265.2,39500,0
-1,0,40923,0,88500
60,0,0,0,0
70,0,1150,0,0
70,576.23,0,0,0
60,0,661084.5800000001,873251,328500
70,0,0,0,900000
70,0,164363.76,480090,0
85,0,0,0,0
60,153.49999999999997,107,0,0
60,0,0,39500,0
60,0,4019.32,0,0
60,0,74,39500,0
-1,0,8821.36,41000,0
70,799.67,6500,39000,0
60,0,362,50390,0
-1,0,26141.160000000007,0,24500
-1,0,10972.72,0,13550
60,0,52090.16,951610,12200
70,0,1302640.75,1101251,54298
-1,0,60642.01,50000,0
60,0,4124.8,1250092,0
-1,0,0,0,0
60,0,44500,390,0
-1,0,0,0,0
-1,0,27129.299999999996,0,0
-1,0,35.8,89500,0
85,0,36587.62,390,0
70,0,14739.119999999999,39000,1000
85,0,0,390,0
-1,0,10286,1025251,0
85,0,329663.6400000001,0,0
70,0,0,39500,6000
60,0,15274.85,0,91188
60,0,26730.88,890,0
60,0,168377.64,39500,0
60,574.6,182469.46000000002,390,0
-1,0,0,39000,0
60,0,11938.2,0,0
70,473.18,98.98,1390,0
70,0,35520.08,0,0
60,0,0,39000,0
60,0,137916.49000000002,134720,14340
60,0,37516.630000000005,0,0
70,0,13753.48,824598.5,0
60,0,48481.29,0,144500
-1,0,90000,0,262249.18000000005
60,0,431.11999999999995,0,0
60,0,0,0,0
70,0,0,0,0
85,0,135122,2390,571855
85,0,2200194.4,0,200000
85,0,0,39500,0
70,0,25864,0,105400
-1,0,0,0,0
70,0,0,0,0
-1,0,0,39500,0
60,0,24059.000000000004,89000,0
60,0,47392.82,39000,0
85,3647.899999999997,2050521.55,0,945010
60,0,0,890,0
60,0,24967.5,89000,0
70,0,11000,0,0
70,0,26921.5,39500,0
60,0,582337.9099999999,824216,0
70,0,373.7,3159,0
70,0,57.4,0,0
60,0,0,889331,0
70,0,42298,39500,86050
60,0,0,0,0
-1,0,4532.8,1101251,0
60,150.95999999999998,20770.359999999997,1025251,267000
60,0,329.21,0,0
60,82.05,78740.97000000002,0,30000
70,0,0,0,0
85,0,18400.18,39500,150000
70,0,104125.88999999998,390,0
60,0,17593.8,949251,0
60,0,18573.68,0,9700
60,3498.1800000000007,4285.16,890,26000
70,0,2032.8000000000002,1025251,0
-1,0,54890.399999999994,0,54300
70,0,14790.279999999999,0,8000.1
-1,583.57,4857.7,0,22500
70,0,13166.880000000003,0,0
70,0,372622.0399999999,193370,0
-1,1598.32,15733.919999999998,478201,34200
60,1251.6499999999994,802770,0,0
60,0,0,0,0
-1,0,9978.56,39500,0
-1,0,381256.3799999996,606930,718341.1799999999
60,0,14967.75,39500,0
-1,0,11977.9,404090,29500
-1,0,28922.5,0,0
70,0,68673.24,0,32000
70,0,8590.48,0,0
-1,0,7601.169999999999,0,150000
85,0,0,0,0
60,0,72383.75,631769.6,31000
85,0,11606.14,890,0
70,850.93,660242.88,39500,0
-1,0,112358.33000000002,508966.5,10000
60,0,68282.42,0,10000
70,0,15780,39000,12000
70,0,1569.86,0,0
60,0,64099.229999999996,39500,0
85,0,4283,39000,0
70,790.7100000000004,348376.55,0,959184
-1,0,2797.92,1163961,0
60,0,21082.59,0,20429
60,0,4019.4700000000003,1033891,7335.6
-1,0,0,0,0
60,0,33040.380000000005,932810,0
-1,0,429810.67,39500,43700
70,0,912141.97,0,0
60,845.8900000000001,23520,0,49444
60,0,446117.4,606240,111286
60,0,23200,0,21610
-1,3531.729999999999,326142.8500000001,0,246645.92
70,0,0,0,0
70,361.9200000000001,26223.190000000002,0,0
85,0,170.2,0,0
70,0,2032.8,889331,0
-1,0,14869.01,0,0
70,0,381333.61,39500,0
-1,0,49148.56,0,0
70,64.6,88132.07,949251,72000
60,301.11,217062.21,0,3800
85,0,6109.5,40000,2200
85,0,0,0,0
70,0,0,0,0
60,0,11118.019999999999,0,0
60,115.9,0,0,38000
60,0,179354.01,0,312
85,0,0,0,0
-1,0,414054.76,468034,1939800
60,0,38877.229999999996,0,95170
60,0,20801.6,0,0
60,0,0,0,0
70,0,662181.16,39500,67200
-1,0,107,0,0
60,0,8659.62,1101251,0
60,0,0,0,0
60,0,0,0,0
70,0,10959.36,0,0
60,0,7225.79,142094,2390
70,0,0,0,0
60,0,713423.5700000001,50000,371492
60,0,36062.91000000002,89000,0
60,0,105,0,0
-1,0,9287.2,0,0
60,0,151145.16999999998,0,69288
60,0,4334.75,0,0
60,575.7,243695.50999999998,189500,0
-1,0,47726.850000000006,0,0
60,12.6,14970.220000000001,1025251,13800
60,0,20588.989999999998,0,0
70,0,1347.2,396210,0
70,0,6178108.1,471360,160400
60,0,35215.869999999995,390,0
70,0,0,0,0
60,856.1000000000006,512669.24,873251,490479.99000000005
-1,1468.8200000000002,20019.66,0,0
60,0,17923.63,440240,0
60,0,17602,0,167224
70,0,25403.81,0,25800
85,0,17852.36,0,0
70,0,0,89800,0
70,0,1576.5,0,0
60,0,9634.08,390,0
70,0,898820.05,40000,0
60,0,0,192520,37765
-1,0,0,0,0
70,0,0,89500,0
60,0,23763.579999999998,390,0
85,0,13641.93,39000,0
-1,0,0,0,0
-1,0,24366.4,0,0
70,0,16136.47,0,0
85,0,12706.33,623450,0
-1,0,1347.2,480090,0
70,0,0,390,0
60,0,3213.27,0,0
70,0,0,89000,0
70,0,65380,0,0
70,0,8227.86,150000,0
60,0,27749.489999999998,0,6800.1
-1,0,0,0,0
-1,0,0,0,0
70,6790.3600000000015,69722.56,623450,70740
60,0,0,39500,0
60,0,73038.68,39500,0
60,0,74240.41,39000,0
85,0,8506.02,390,0
70,0,48.9,0,0
70,14.25,89374.26999999999,39500,0
70,0,303.25,39000,0
60,0,25874.93,0,0
60,0,180246.59999999998,39000,0
-1,0,0,0,0
60,0,9991023.519999996,0,291052.81
60,0,46804.78,190500,0
70,0,24621.6,0,0
60,0,0,0,0
-1,0,504867.3000000001,0,14450
60,0,0,0,703124.3500000001
70,0,0,0,0
60,0,1733.0900000000001,0,164000
70,0,100544.77000000002,404090,0
60,0,32076.32,0,75310.95999999999
70,0,56600,600966,5000
70,0,0,39000,0
70,0,30.74,390,0
60,0,18140.550000000003,0,0
70,0,2685.6,478701,0
60,107.33000000000001,216363.03999999998,390,0
60,0,100250.51999999999,1125120,0
60,241.85999999999999,674006.19,0,502800
60,0,47019.44,0,286900
60,2320.0099999999998,36434.17,390,0
70,779.9400000000003,2720775.17,46741.59999999999,690000
70,0,0,0,0
60,0,9573.289999999999,0,0
60,0,0,0,0
70,0,3000,0,0
70,0,14927.089999999998,0,0
-1,0,0,0,172400
60,448.67999999999995,195127.89,0,32694.91
-1,0,131077.86000000002,0,12700
60,0,0,0,0
85,0,13946.779999999999,4691,0
60,0,0,0,0
60,0,886405.3999999999,89500,11865
70,0,156423.48,1026011,299947
-1,361.19000000000005,28513.78,0,645000
60,0,398.23,390,15900
-1,0,0,390,0
70,0,1266.8099999999997,39500,0
60,0,0,0,0
-1,0,5432.8,1101251,0
85,573.8,448835.89,39000,0
-1,1367.8699999999997,1506243.5899999999,390,661000
85,0,32783.37999999999,0,0
60,177.10999999999996,80665,39500,16184
60,0,1254,39500,0
85,0,0,0,0
-1,153.45,38360.67,39500,10000
70,0,4016.23,39500,0
85,0,0,390,0
60,0,203314.95,0,99909
-1,0,175194.44999999998,241000,0
70,0,0,0,0
60,31433.229999999985,40848.63,1296331,0
60,0,0,0,0
70,0,91978.15000000001,0,40000
-1,53.97,43006.7,1023624,10000
60,0,468,0,197000
60,9.03,25000,0,102000
-1,0,9032.820000000002,0,854
70,350,14898.6,39000,0
60,0,1530296.2900000005,693491,1744000
70,748.24,2343422.2099999995,1549,2237358.4299999997
85,0,166,39500,0
60,0,0,39500,0
85,0,21931.12,0,29000
70,0,0,39000,0
70,0,54170.560000000005,0,91310.28
70,0,0,390,0
70,0,0,0,0
60,0,0,390,0
70,6.36,2300,39000,0
60,0,1500,50390,0
60,0,519400.73,390,0
60,0,611151.63,0,205607
60,5055.7699999999995,251548.03,1025251,0
60,0,1247055.73,0,12165
70,1373.3500000000001,37232.99999999999,0,0
-1,385.7,54379.46,0,130000
-1,0,6715.19,0,0
60,0,8470.710000000003,39500,0
70,41666.81000000003,3032.7999999999997,1121731,0
85,246.05,0,50000,0
60,0,0,890,0
60,2509.3999999999987,1707235.0699999998,0,760000
60,0,4457.179999999999,0,0
70,0,8643.310000000001,89000,0
85,9.5,40494.17,0,0
-1,0,99,0,54900
-1,0,0,0,0
60,252.17000000000002,51748.51000000001,0,40000
-1,0,5868.94,89500,0
60,0,16991.03,0,0
70,0,29841.670000000002,0,160
60,0,0,0,0
60,0,22225.21,872823,0
60,0,0,39000,0
60,0,1683.82,50500,0
60,768.9600000000002,1856799.5000000005,1213651,451419
-1,0,0,0,0
-1,57.1,39978,0,0
-1,0,311931.87,40000,0
60,0,2800,0,0
60,326.03,894125.6799999999,39500,114000
70,0,9832.599999999999,0,58540.21
-1,0,200,0,0
-1,0,6090.06,791360,0
85,0,806847.56,0,0
70,794.7400000000001,5222.110000000001,1101251,0
60,0,7700,0,44000
-1,0,842243.53,0,35050
60,0,117487.54000000001,0,50000
60,0,1000,40000,0
60,0,4551.53,39000,0
60,0,512155.16,0,20
-1,0,482826.24,819766.5,0
70,0,34327.710000000014,0,0
70,0,8195.4,0,0
-1,0,0,0,0
-1,0,17709,0,8000
60,0,165127.2,471450,57340
85,0,474,39000,0
-1,0,3259.8,390,66001
70,0,0,50000,0
60,0,15844.9,0,0
-1,992.2599999999998,185694.97999999998,140000,381175.8
-1,0,0,0,0
-1,1202.5200000000002,61579.699999999975,0,66905.47
85,0,0,0,0
60,0,11942.86,0,0
70,0,41088.2,0,0
60,0,0,390,0
-1,0,184881.31,390,1115.1
60,2571.5800000000004,2277592.87,0,720549
85,0,0,0,0
60,1135.9399999999998,4579900.239999999,1235121,1449499
60,0,0,390,0
70,0,18670.85,39000,0
60,0,85.5,0,0
60,0,0,50390,0
60,0,40814.1,623450,0
60,535.63,557.3199999999999,0,500
-1,0,0,0,101
60,0,0,39500,0
60,0,955301.9400000001,39500,278889
60,0,141641.41999999998,39000,25000
-1,0,30349.38,949251,0
60,0,3532.7999999999997,1025251,0
85,0,0,0,0
60,0,4832.8,1025251,0
-1,0,0,39000,0
60,0,6443.75,0,4000
-1,0,0,0,0
60,0,2659.3199999999997,0,0
60,0,991188.9500000001,390,0
-1,0,7260,1844400,0
-1,0,0,1690,0
70,0,6788.88,39000,0
60,0,0,0,0
-1,0,17274.47,0,0
-1,0,28928,39500,0
60,0,45746.16,0,0
60,0,33500,39500,0
60,0,408,0,0
-1,0,7673.6,708090,0
70,0,0,0,0
60,0,55348.75,153200,0
-1,0,391602.63000000006,312291,0
60,0,615702.8999999999,623450,245475
70,2162.21,568.22,0,0
60,0,6600,0,10000
-1,0,0,50390,0
70,0,16922.11,0,24000
-1,0,5453.719999999999,39500,0
70,0,0,50390,0
85,0,386725.20999999996,1025251,192038.5
60,0,0,39500,0
60,0,12.16,143360,0
60,0,50683.810000000005,39000,0
-1,0,0,0,0
60,0,0,0,0
60,0,1310770,39500,0
85,0,4464.9,0,0
-1,4870.270000000001,242815.33,39000,0
70,0,0,40000,0
-1,0,6547.2,173720,0
60,0,1470018.6500000001,0,109478.54999999999
70,0,0,0,0
60,0,1609326.35,0,883094
60,0,23824.940000000002,0,0
70,0,198293.42,39000,191773
60,186.2,23874.68,0,0
60,0,152126.1599999999,813331,115000
60,13263.869999999999,1219.47,89000,0
60,0,82654.65000000001,39000,0
70,0,0,0,53700
60,0,224756.77,0,233988.88
85,0,257052.06999999998,0,150000
60,0,1000,39000,27000
60,0,723963.3400000002,0,265508
60,0,37962.71,790534.1,0
60,247.92,191308.09999999998,0,5000.200000000001
-1,0,0,0,0
60,0,0,89000,0
70,0,0,0,0
60,0,18014.83,0,10000
60,0,75681.88,0,143314.75
70,0,0,39000,0
60,0,58973.3,797583,5216.58
-1,0,457195.88,39000,345500
60,86381.77000000002,25898.76,0,0
70,0,27697.660000000003,0,36626.51
85,0,0,0,0
60,0,314089.20000000007,0,0
70,0,0,0,0
70,0,20000,890,0
60,0,956605.8999999999,0,83290
60,50.88,3046668.0200000005,0,36800
70,0,12298.56,738091,600
60,0,6796.76,0,0
85,0,507,39500,0
-1,0,1374469.71,39500,0
70,0,32644.98,3060.6,19300
-1,0,681.9,0,0
-1,0,0,0,0
70,0,0,0,0
60,0,6032.8,1025251,0
60,0,7552.72,0,0
85,0,23778.32,547450,0
-1,0,1711.58,0,0
-1,0,0,39500,0
85,0,13388.720000000001,0,0
-1,378.98,10725.359999999999,1025251,100000
60,0,22551.719999999994,0,0
60,145.35,77295.22,0,0
60,17.96,149356.65,0,11000
70,0,0,0,0
70,1499.9499999999998,73713.85,39500,18226
85,0,32543.13,0,19500
60,0,149751.56000000003,0,36500
-1,0,14519.83,0,0
-1,138.7,60887.49,0,42150
70,0,73512.65000000004,1025251,0
70,24.61,802561.3200000001,1190,287869.83999999997
70,0,0,0,0
70,0,7922.700000000001,0,0
60,0,187637.10000000003,1161171,177057
70,0,0,0,132000
60,0,0,0,0
70,0,37045.979999999996,0,80000
-1,302.67,2218623.27,0,757341
70,0,1338.66,0,4400.4
60,19.080000000000002,406216,39000,0
60,0,50360.37,39800,0
70,0,175128.28000000003,141000,0
-1,7171.87,229234.06,390,260000
-1,0,123116,0,0
-1,0,844,40000,81180
-1,0,33193,847891,0
85,0,0,0,0
85,0,12761.8,0,0
70,0,0,82544,0
60,228.94,898908.0499999999,0,0
60,283.04999999999995,0,0,0
60,0,3702719.87,39500,1091600
60,0,2099,390,600
70,0,57623.82,40000,0
70,0,17.95,390,0
60,0,16104.720000000001,1435871,409533
60,0,0,390,0
60,0,638922.73,0,262540.27
70,0,0,0,0
60,0,6306.219999999999,0,0
60,0,0,0,0
70,0,11678.179999999998,356450,0
60,0,79753.9,795560,40730
70,0,16063.7,0,0
60,2619.96,428880.6199999999,1025251,658650
-1,0,225877.69999999998,1033891,712870.49
70,0,1137281.7899999998,1403480,175392
-1,0,0,390,0
70,0,18233.95,89000,0
85,0,21688.6,39500,0
60,0,14605.2,390,0
-1,1586.4299999999998,23086.57,50390,150000
85,0,0,0,0
60,0,448717.47,1107510.5,11000
60,0,64000.250000000015,0,74700
60,0,28129.21,0,13609.59
60,0,2800,0,0
60,0,94489.05,0,233500
70,0,8265.439999999999,390,0
60,0,980.35,0,0
70,0,37899.659999999996,478201,27500
60,0,505666.61999999994,390,84800
60,0,48786.73,40000,0
70,0,4632.8,1025251,0
70,0,14702.689999999997,139000,50
-1,0,500,39000,0
60,448.6400000000001,2413.42,39000,0
70,0,3884.66,0,0
60,0,104617.33,1177251,0
70,0,0,0,0
-1,0,0,0,0
70,0,22592.6,500,0
60,0,108509.16999999995,39500,79000
-1,0,0,0,0
60,1832.13,101309.17,758170,30875
70,0,0,0,0
-1,0,552978.2,0,81463
60,0,608055,0,0
70,0,190845.57,39000,0
60,0,1773.6,708090,0
-1,0,663198.52,39000,60050
-1,952.4599999999998,64931.59,39000,0
60,0,8765.84,39000,0
60,437.04999999999995,24275.54,39000,0
60,0,10695.48,0,19900
70,0,31596039.59,0,0
60,0,86118.95999999998,0,1300
60,30.4,98655.36,39500,16100
85,0,0,39000,0
60,0,1000,0,0
60,0,2609402.03,949251,132560
-1,0,204640.98,0,0
70,0,48922,0,16890
70,0,12379,0,0
60,0,26121.21,0,190000
-1,0,48526.67,0,654129.48
70,0,2848.8199999999997,39500,0
60,105.97999999999999,224235.29,0,0
60,0,0,0,0
